100,0
99,943
95,1843
90,2744
86,3644
82,4544
77,5444
73,6345
68,7245
64,8145
59,9045
54,9946
50,10846
45,11746
40,12647
36,13547
31,14447
26,15347
21,16248
16,17148
11,18048
7,18948
3,19849
1,20749
10,22057
20,23426
30,24794
40,26048
46,26949
53,27849
60,28749
70,30011
80,31374
91,32737
100,34099
