100, 1
98, 901
94, 1801
90, 2702
85, 3602
81, 4503
76, 5403
72, 6304
67, 7204
63, 8104
58, 9004
53, 9904
49, 10805
44, 11704
39, 12604
35, 13505
30, 14405
25, 15305
21, 16205
16, 17106
11, 18006
6, 18906
1, 19806
12, 20707
23, 21608
33, 22509
44, 23410
55, 24311
65, 25212
76, 26113
86, 27014
97, 27915
100, 28816
