100,0
97,900
94,1800
91,2700
89,3601
86,4501
83,5402
80,6302
77,7202
74,8103
71,9003
68,9903
66,10803
63,11703
60,12603
57,13503
54,14404
51,15304
48,16204
45,17104
42,18005
39,18905
36,19806
33,20706
30,21606
27,22506
24,23407
21,24307
18,25207
14,26108
11,27008
8,27908
5,28809
3,29709
2,30609
12,31923
23,33286
33,34650
44,35995
55,37360
65,38718
76,40064
86,41430
97,42790
100,44132
