 100, 0
 96, 901
 92, 1801
 87, 2701
 83, 3601
 78, 4502
 73, 5403
 69, 6303
 64, 7203
 59, 8104
 54, 9004
 50, 9904
 45, 10805
 40, 11705
 35, 12606
 30, 13506
 25, 14406
 20, 15306
 14, 16207
 9, 17107
 4, 18007
 1, 18907
